nome,uc,municipio_uc,latitude_uc,longitude_uc,macroregiao,regional
SDL-SJP-67161901-UNIBRASPE BRASILEIRA DE PETROLEO S A,67161901,ARAUCARIA,-25.57421,-49.37386,SDL,SJP
SDL-SJP-97303836-FAEDE RECICLAGEM LTDA ME,97303836,ARAUCARIA,-25.57331,-49.39439,SDL,SJP
SDT-LNA-19452632-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,19452632,LONDRINA,-23.31182,-51.17145,SDT,LNA
SDC-PGO-41821483-GRANJA ECONOMICA AVICOLA LTDA,41821483,CARAMBEI,-24.94935,-50.10348,SDC,PGO
SDL-CTA-56829434-ITAU UNIBANCO S A,56829434,CURITIBA,-25.41503,-49.25954,SDL,CTA
SDL-LIT-19450869-CENTRO SUL SERVICOS MARITIMOS LTDA,19450869,PARANAGUA,-25.50375,-48.50915,SDL,LIT
SDO-CEL-78676568-BETU S INDUSTRIAL LTDA,78676568,SANTA LUCIA,-25.40761,-53.57608,SDO,CEL
SDT-CPO-70821755-VILELA VILELA E CIA LTDA,70821755,CORNELIO PROCOPIO,-23.1934,-50.63749,SDT,CPO
SDL-CTA-40361802-OI S.A. - EM RECUPERACAO JUDICIAL,40361802,CURITIBA,-25.49058,-49.29591,SDL,CTA
SDO-TDO-49617028-INAB INDUSTRIA NACIONAL DE BEBIDAS LTDA,49617028,TOLEDO,-24.70622,-53.73724,SDO,TDO
SDL-SJP-19564074-NOVOZYMES LATIN AMERICA LTDA,19564074,ARAUCARIA,-25.52569,-49.34317,SDL,SJP
SDL-LIT-23293330-FERTIPAR FERTILIZANTES DO PARANA LIMITADA,23293330,PARANAGUA,-25.50966,-48.51744,SDL,LIT
SDO-FOZ-44773439-MUNICIPIO DE FOZ DO IGUACU,44773439,FOZ DO IGUACU,-25.53987,-54.5878,SDO,FOZ
SDO-FBL-52843980-UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,52843980,DOIS VIZINHOS,-25.70496,-53.0983,SDO,FBL
SDL-LIT-52073254-IZANETE MADALOZO E FILHOS LTDA,52073254,MORRETES,-25.47537,-48.83275,SDL,LIT
SDL-CTA-80517145-INSTITUTO DO RIM DO PARANA SC LTDA,80517145,CURITIBA,-25.44446,-49.27776,SDL,CTA
SDL-SJP-78034647-MUNICIPIO DE SAO JOSE DOS PINHAIS,78034647,SAO JOSE DOS PINHAIS,-25.54959,-49.20721,SDL,SJP
SDL-CTA-80139981-CAIXA ECONOMICA FEDERAL,80139981,CURITIBA,-25.49516,-49.2772,SDL,CTA
SDN-PVI-72812869-VILACOS IMPLEMENTOS RODOVIARIOS E AGRICOLAS EIRELI,72812869,PARANAVAI,-23.04767,-52.45556,SDN,PVI
SDO-FBL-61237523-CENTRO DE DIAGNOSTICO POR IMAGEM DO SUDOESTE LTDA,61237523,FRANCISCO BELTRAO,-26.08364,-53.05033,SDO,FBL
SDO-PTO-76803350-CDIPSUL CLINICA DE DIAGNOSTICO POR IMAGEM DO SUL LTDA,76803350,PATO BRANCO,-26.23189,-52.67326,SDO,PTO
SDC-IRT-65095448-USINA TERMOELETRICA WINIMPORT SA,65095448,IMBITUVA,-25.17993,-50.596,SDC,IRT
SDO-FBL-98787594-B P PRE MOLDADOS E CONSTRUTORA LTDA,98787594,SANTA IZABEL DO OESTE,-25.80526,-53.49476,SDO,FBL
SDL-SJP-73872350-MATRIFIL METALURGICA LTDA EPP,73872350,ARAUCARIA,-25.53398,-49.36045,SDL,SJP
SDC-PGO-68376189-HUBNER COMPONENTES E SISTEMAS AUTOMOTIVOS S A,68376189,PONTA GROSSA,-25.06757,-50.18047,SDC,PGO
SDL-SJP-49876813-CAMINHOS DO PARANA S A,49876813,LAPA,-25.72638,-49.70085,SDL,SJP
SDN-UMU-51756790-MINERACAO PORTO CAMARGO LTDA,51756790,ICARAIMA,-23.3496,-53.72295,SDN,UMU
SDT-APA-66910099-REBNIC MADEIRAS LTDA,66910099,JANDAIA DO SUL,-23.6007,-51.62236,SDT,APA
SDL-SJP-61720089-GME AEROSPACE INDUSTRIA DE MATERIAL COMPOSTO S.A.,61720089,SAO JOSE DOS PINHAIS,-25.56359,-49.1727,SDL,SJP
SDL-CBN-76315550-BANCO BRADESCO SA,76315550,PINHAIS,-25.43573,-49.18524,SDL,CBN
SDT-LNA-33554366-ULTRAMED UNIDADE DE ULTRASSONOGRAFIA LONDRINA LTDA,33554366,LONDRINA,-23.32476,-51.16087,SDT,LNA
SDL-CTA-56558341-FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO PARANA FEPGE ,56558341,CURITIBA,-25.42624,-49.27066,SDL,CTA
SDN-MGA-86688014-TRANSPORTE COLETIVO CIDADE CANCAO LTDA,86688014,MARINGA,-23.36362,-51.89958,SDN,MGA
SDL-CTA-77808843-C E A MODAS LTDA,77808843,CURITIBA,-25.47767,-49.28991,SDL,CTA
SDL-CTA-104130105-CASC ADMINISTRADORA DE SHOPPING CENTERS S A,104130105,CURITIBA,-25.424,-49.27074,SDL,CTA
SDT-APA-19451466-CARAMURU ALIMENTOS S A,19451466,APUCARANA,-23.57436,-51.42266,SDT,APA
SDN-UMU-42211859-ITAU UNIBANCO SA,42211859,UMUARAMA,-23.76343,-53.31283,SDN,UMU
SDN-MGA-78527074-AMERICANO III AUTO POSTO LTDA,78527074,MARINGA,-23.4675,-51.99397,SDN,MGA
SDL-CTA-57392471-SERQUIP TRATAMENTOS RESIDUOS PR LTDA,57392471,CURITIBA,-25.5049,-49.3435,SDL,CTA
SDT-LNA-34560858-JOSE FRANCISCO BERNAL MARTINS,34560858,JATAIZINHO,-23.26053,-50.98118,SDT,LNA
SDO-FBL-34028200-INDUSTRIA DE PIAS GHEL PLUS LTDA,34028200,AMPERE,-25.92922,-53.48196,SDO,FBL
SDN-UMU-69459118-TERRAPLASTIC INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,69459118,TERRA BOA,-23.76148,-52.43986,SDN,UMU
SDO-PTO-61622796-ALUMINIO PATO BRANCO LTDA,61622796,PATO BRANCO,-26.24725,-52.70703,SDO,PTO
SDC-IRT-84826525-C VALE COOPERATIVA AGROINDUSTRIAL,84826525,PITANGA,-24.77644,-51.76693,SDC,IRT
SDT-LNA-79907245-RESTAURANTE CASA GRANDE EIRELI ME,79907245,LONDRINA,-23.30967,-51.17784,SDT,LNA
SDT-LNA-90374681-WHITE LAKE EQUIPAMENTOS PROFISSIONAIS LTDA,90374681,ROLANDIA,-23.30622,-51.3887,SDT,LNA
SDL-SJP-5541069-MUNICIPIO DE ARAUCARIA,5541069,ARAUCARIA,-25.59319,-49.41447,SDL,SJP
SDC-PGO-56063024-VISON EMPREENDIMENTOS HOTELEIROS LTDA ME,56063024,PONTA GROSSA,-25.04215,-50.12989,SDC,PGO
SDO-PTO-78496500-CDS PAINEIS EIRELI,78496500,CORONEL DOMINGOS SOARES,-26.2196,-52.0304,SDO,PTO
SDC-TEL-62342649-ECCOMAD INDUSTRIA E COMERCIO DE MADEIRAS LTDA,62342649,TELEMACO BORBA,-24.35531,-50.66062,SDC,TEL
SDL-SJP-41822242-IMPRESS DECOR BRASIL INDUSTRIA DE PAPEIS DECORATIVOS LTDA,41822242,ARAUCARIA,-25.5332,-49.35922,SDL,SJP
SDO-PTO-77040104-RETLAW CONSTRUCAO CIVIL LTDA,77040104,PATO BRANCO,-26.23115,-52.68889,SDO,PTO
SDL-LIT-85807028-IGREJA EVANGELICA ASSEMBLEIA DE DEUS,85807028,PARANAGUA,-25.52975,-48.5283,SDL,LIT
SDO-CEL-74266390-POLINA COMERCIAL DE ALIMENTOS LTDA,74266390,CASCAVEL,-24.98597,-53.46495,SDO,CEL
SDT-APA-52703495-SI2M SISTEMA INTEGRADO DE IMAGEM EM MEDICINA UNI 2 LTDA,52703495,ARAPONGAS,-23.41695,-51.43033,SDT,APA
SDT-CPO-12908878-SILVANA MARIA HOFIG RAMOS,12908878,CORNELIO PROCOPIO,-23.29712,-50.61375,SDT,CPO
SDL-CBN-45822239-WMS SUPERMERCADOS DO BRASIL LTDA,45822239,PINHAIS,-25.42613,-49.19437,SDL,CBN
SDL-CTA-1943170-MUNICIPIO DE CURITIBA,1943170,CURITIBA,-25.50781,-49.30174,SDL,CTA
SDC-PGO-63416794-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,63416794,CASTRO,-24.79666,-50.01364,SDC,PGO
SDT-APA-91327083-R A DESIGN INDUSTRIA MOVELEIRA EIRELI,91327083,ARAPONGAS,-23.40992,-51.4661,SDT,APA
SDT-APA-44805616-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,44805616,JANDAIA DO SUL,-23.63661,-51.61261,SDT,APA
SDL-LIT-72807806-COPEL GERACAO E TRANSMISSAO S A,72807806,PARANAGUA,-25.55317,-48.56518,SDL,LIT
SDT-LNA-84924543-DIVESA AUTOMOVEIS LTDA,84924543,LONDRINA,-23.2944,-51.21195,SDT,LNA
SDT-APA-79795706-KNR INDUSTRIA MOVELEIRA LTDA,79795706,SABAUDIA,-23.33355,-51.52248,SDT,APA
SDN-PVI-81309511-GOUDINHO METAIS EIRELI,81309511,LOANDA,-22.92906,-53.12241,SDN,PVI
SDN-UMU-37977547-NATURITOS ALIMENTOS LTDA,37977547,TERRA BOA,-23.7646,-52.43613,SDN,UMU
SDL-CTA-53143850-PARANA TRIBUNAL DE JUSTICA,53143850,CURITIBA,-25.41514,-49.26883,SDL,CTA
SDC-PGO-85164755-ARENA MINERACAO E ASFALTOS LTDA,85164755,PONTA GROSSA,-25.04049,-50.24292,SDC,PGO
SDO-CEL-71977082-INDUSTRIAL MADEIREIRA CASSOL LTDA,71977082,GUARANIACU,-25.09109,-52.89625,SDO,CEL
SDL-CTA-43207650-COLEGIO DOM BOSCO LTDA,43207650,CURITIBA,-25.44735,-49.29407,SDL,CTA
SDN-MGA-69381348-FREITAS LOTEADORA INCORPORADORA E EMPREENDIMENTOS LTDA,69381348,SARANDI,-23.43756,-51.87945,SDN,MGA
SDO-PTO-73555193-COMERCIO DE MADEIRAS MONTE VERDE LTDA ME,73555193,PALMAS,-26.47658,-52.02224,SDO,PTO
SDO-FOZ-22286217-ASSEMIB ASSOC EMPREGADOS ITAIPU BINACIONAL BRASIL,22286217,FOZ DO IGUACU,-25.5032,-54.57478,SDO,FOZ
SDT-LNA-69492026-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,69492026,LONDRINA,-23.27713,-51.12197,SDT,LNA
SDO-CEL-79573681-CINTIA MARIA ZANDAVALLI,79573681,CASCAVEL,-24.92405,-53.57515,SDO,CEL
SDT-APA-85914053-D C SIMIONI MALHAS E TECIDOS EIRELI EPP,85914053,APUCARANA,-23.55656,-51.47698,SDT,APA
SDC-PGO-67117562-BENEFICIADORA DE BATATAS GUARTELA LTDA ME,67117562,CASTRO,-24.78437,-50.01722,SDC,PGO
SDL-CTA-76012255-DEPOSITO DE MATERIAIS PARA CONSTRUCAO NICHELE LTDA,76012255,CURITIBA,-25.5196,-49.2557,SDL,CTA
SDL-CTA-75911019-DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS SA,75911019,CURITIBA,-25.47817,-49.29024,SDL,CTA
SDO-FBL-92269184-FABRICA DE LUMINARIAS ACCORD EIRELI,92269184,DOIS VIZINHOS,-25.76271,-53.06705,SDO,FBL
SDL-SJP-45378231-MAXESTAMPO INDUSTRIA METALURGICA LTDA,45378231,ARAUCARIA,-25.53545,-49.3584,SDL,SJP
SDL-CTA-31564496-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,31564496,CURITIBA,-25.53004,-49.30033,SDL,CTA
SDL-CBN-17717051-GRANIPAVE INDUSTRIA E COMERCIO DE MINERIOS LTDA ME,17717051,RIO BRANCO DO SUL,-25.20878,-49.28049,SDL,CBN
SDO-FBL-47036958-INSTITUTO NACIONAL DO SEGURO SOCIAL,47036958,FRANCISCO BELTRAO,-26.07427,-53.0469,SDO,FBL
SDT-APA-14232979-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,14232979,RIO BOM,-23.76835,-51.41498,SDT,APA
SDL-CTA-67036228-CIA BEAL DE ALIMENTOS,67036228,CURITIBA,-25.42541,-49.30027,SDL,CTA
SDL-LIT-6062121-SINDAFEP SINDICATO DOS AUDITORES FISCAIS DA RECEITA DO ESTADO DO,6062121,GUARATUBA,-25.88572,-48.57806,SDL,LIT
SDC-PGO-33133298-SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S A,33133298,PONTA GROSSA,-25.0886,-50.10448,SDC,PGO
SDO-CEL-83469524-FG INDUSTRIA E COMERCIO DE VIDROS DE SEGURANCA LTDA,83469524,CASCAVEL,-24.99993,-53.52778,SDO,CEL
SDO-FOZ-91413613-AB COMERCIO DE INSUMOS LTDA,91413613,SAO MIGUEL DO IGUACU,-25.3939,-54.20369,SDO,FOZ
SDC-TEL-59070960-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,59070960,CURIUVA,-24.03557,-50.46,SDC,TEL
SDC-PGO-45934185-MINISTERIO DA FAZENDA,45934185,PONTA GROSSA,-25.09753,-50.17285,SDC,PGO
SDL-CTA-58326421-ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA,58326421,CURITIBA,-25.43221,-49.27444,SDL,CTA
SDC-UVI-30570271-NOVACKI PAPEL E EMBALAGENS S A,30570271,UNIAO DA VITORIA,-26.23402,-51.1285,SDC,UVI
SDT-LNA-20205317-MAKRO ATACADISTA SOCIEDADE ANONIMA,20205317,CAMBE,-23.28266,-51.24855,SDT,LNA
SDL-SJP-26298180-SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI,26298180,SAO JOSE DOS PINHAIS,-25.56269,-49.16201,SDL,SJP
SDC-PGO-38501570-BRF S A,38501570,PONTA GROSSA,-25.08191,-50.12199,SDC,PGO
SDC-TEL-77826213-ANTONIO MORO E CIA LTDA,77826213,ORTIGUEIRA,-24.307,-50.78883,SDC,TEL
SDN-UMU-25392239-AMAFIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,25392239,CIANORTE,-23.86775,-52.61259,SDN,UMU
SDT-LNA-49182455-SEARA IND E COMERCIO DE PRODUTOS AGRO PECUARIOS LTDA,49182455,LONDRINA,-23.27908,-51.20849,SDT,LNA
SDO-TDO-76182878-C VALE COOPERATIVA AGROINDUSTRIAL,76182878,MARIPA,-24.5317,-53.74509,SDO,TDO
SDO-PTO-52689980-MARINI INDUSTRIA DE COMPENSADOS LTDA,52689980,PALMAS,-26.46556,-52.01589,SDO,PTO
SDL-SJP-54955904-LABORATORIOS CALBOS LTDA,54955904,SAO JOSE DOS PINHAIS,-25.54967,-49.1718,SDL,SJP
SDL-CTA-99978164-EDITORA CORREIO PARANAENSE LTDA,99978164,CURITIBA,-25.41031,-49.22165,SDL,CTA
SDL-SJP-77626559-SIROMAT INDUSTRIA METALURGICA LTDA,77626559,SAO JOSE DOS PINHAIS,-25.56036,-49.19674,SDL,SJP
SDN-UMU-83247432-ABM HOTEL LTDA,83247432,UMUARAMA,-23.77717,-53.27775,SDN,UMU
SDN-CMO-82972656-FIACAO GOIOERE INDUSTRIA DE FIOS LTDA EPP,82972656,GOIOERE,-24.19621,-53.02932,SDN,CMO
SDO-CEL-56998015-COOPAVEL COOPERATIVA AGROINDUSTRIAL,56998015,CASCAVEL,-24.98426,-53.34332,SDO,CEL
SDO-CEL-91106532-GRAO FERTIL COMERCIO IMPORTACAO E EXPORTACAO LTDA,91106532,CASCAVEL,-24.92601,-53.45826,SDO,CEL
SDC-PGO-91318580-ATACADAO S A,91318580,PONTA GROSSA,-25.1022,-50.19987,SDC,PGO
SDC-IRT-19453256-COAMO AGROINDUSTRIAL COOPERATIVA,19453256,PITANGA,-24.74271,-51.76251,SDC,IRT
SDN-PVI-54295238-WORK LEATHER INDUSTRIA E COMERCIO DE COUROS LTDA,54295238,COLORADO,-22.85504,-51.97118,SDN,PVI
SDN-CMO-19452551-COAMO AGROINDUSTRIAL COOPERATIVA,19452551,JURANDA,-24.42186,-52.83414,SDN,CMO
SDN-PVI-77517563-COMERCIAL DE ARROZ THOME LTDA ME,77517563,COLORADO,-22.83748,-51.98874,SDN,PVI
SDT-APA-99258730-MITRA DIOCESANA DE APUCARANA,99258730,APUCARANA,-23.55922,-51.44095,SDT,APA
SDL-CTA-49388282-LOJAS AMERICANAS S A,49388282,CURITIBA,-25.43892,-49.26696,SDL,CTA
SDL-CTA-71674780-AUTO POSTO NAPOLI LTDA,71674780,CURITIBA,-25.44927,-49.28173,SDL,CTA
SDO-TDO-11679794-EMPRESA DE DESENVOLVIMENTO URBANO E RURAL DE TOLEDO,11679794,TOLEDO,-24.72298,-53.71986,SDO,TDO
SDL-CTA-38379597-WMS SUPERMERCADOS DO BRASIL LTDA,38379597,CURITIBA,-25.45103,-49.24241,SDL,CTA
SDC-PGO-7385196-YARA BRASIL FERTILIZANTES S A,7385196,PONTA GROSSA,-25.14651,-50.14509,SDC,PGO
SDO-FOZ-80201555-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,80201555,FOZ DO IGUACU,-25.53548,-54.55878,SDO,FOZ
SDO-TDO-88398226-CENTRO CULTURAL E RECREATIVO CONCORDIA,88398226,MARECHAL CANDIDO RONDON,-24.55833,-54.05321,SDO,TDO
SDT-CPO-14689146-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,14689146,SAO SEBASTIAO DA AMOREIRA,-23.45095,-50.75171,SDT,CPO
SDL-CTA-80672396-VICTORI CABELEIREIROS E ESTETICA LTDA,80672396,CURITIBA,-25.44728,-49.29629,SDL,CTA
SDL-CTA-78388872-CR BLUECAST INDUSTRIA MECANICA DO BRASIL LTDA,78388872,CURITIBA,-25.52095,-49.32429,SDL,CTA
SDL-SJP-81660332-MARI IVONE PRESTES PEREIRA,81660332,SAO JOSE DOS PINHAIS,-25.66031,-49.23902,SDL,SJP
SDL-SJP-80226302-DOCES PRINCESA EIRELI,80226302,FAZENDA RIO GRANDE,-25.63839,-49.30728,SDL,SJP
SDL-CBN-77668596-DYNAPAR INDUSTRIA E COMERCIO LTDA,77668596,QUATRO BARRAS,-25.3569,-49.06811,SDL,CBN
SDO-FOZ-76421686-LAR COOPERATIVA AGROINDUSTRIAL,76421686,SERRANOPOLIS DO IGUACU,-25.42047,-54.06918,SDO,FOZ
SDT-LNA-52135853-PAULO OLIDER CHIARARIA,52135853,JAGUAPITA,-23.06129,-51.48941,SDT,LNA
SDT-APA-71320121-JUSTICA FEDERAL DE PRIMEIRO GRAU NO PARANA,71320121,APUCARANA,-23.55318,-51.464,SDT,APA
SDO-TDO-101951663-ERNO PAULO WEDMANN,101951663,TERRA ROXA,-24.32692,-53.99999,SDO,TDO
SDN-UMU-50628429-USINA DE ACUCAR SANTA TEREZINHA LTDA,50628429,IVATE,-23.38599,-53.4318,SDN,UMU
SDL-SJP-89842650-RESTAURANTE AEROPORTO AFONSO PENA LTDA,89842650,SAO JOSE DOS PINHAIS,-25.52866,-49.19701,SDL,SJP
SDN-PVI-16876628-DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DO PARANA,16876628,PARANAVAI,-23.09211,-52.44623,SDN,PVI
SDT-LNA-67900003-BERTOLUCI E BERTOLUCI LTDA ME,67900003,LONDRINA,-23.29509,-51.14275,SDT,LNA
SDL-CBN-58021493-MERCADO NOSSA SENHORA IMACULADA CONCEICAO LTDA,58021493,ALMIRANTE TAMANDARE,-25.34873,-49.26525,SDL,CBN
SDN-UMU-13569520-MANUEL MARTINS,13569520,UMUARAMA,-23.75982,-53.30419,SDN,UMU
SDC-PGO-19451962-FRISIA COOPERATIVA AGROINDUSTRIAL,19451962,CARAMBEI,-24.93942,-50.12868,SDC,PGO
SDL-CBN-78622050-MOACIR COSTA,78622050,ITAPERUCU,-25.23254,-49.35389,SDL,CBN
SDN-MGA-83741151-MILLENIUM UTILIDADES DOMESTICAS LTDA,83741151,MARINGA,-23.46011,-51.98931,SDN,MGA
SDL-CTA-83672834-VIACAO GRACIOSA LTDA,83672834,CURITIBA,-25.45262,-49.25708,SDL,CTA
SDT-APA-81452802-MUNICIPIO DE APUCARANA,81452802,APUCARANA,-23.55598,-51.43927,SDT,APA
SDO-FBL-89400070-GRAFICA E EDITORA GRAFBELLO LTDA ME,89400070,AMPERE,-25.90489,-53.46491,SDO,FBL
SDL-CTA-82037221-SERRARIA IRMAOS BOBATO LTDA ME,82037221,CURITIBA,-25.59581,-49.27607,SDL,CTA
SDL-LIT-69695571-MUNICIPIO DE GUARATUBA,69695571,GUARATUBA,-25.88937,-48.59219,SDL,LIT
SDN-MGA-16307836-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,16307836,MANDAGUACU,-23.35645,-52.09914,SDN,MGA
SDL-LIT-39214800-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,39214800,PONTAL DO PARANA,-25.58957,-48.38293,SDL,LIT
SDT-CPO-11774924-OI S.A. - EM RECUPERACAO JUDICIAL,11774924,ANDIRA,-23.05083,-50.23253,SDT,CPO
SDC-IRT-18456669-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,18456669,PRUDENTOPOLIS,-25.21902,-50.98444,SDC,IRT
SDT-CPO-60281340-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,60281340,SANTO ANTONIO DA PLATINA,-23.27807,-50.08481,SDT,CPO
SDT-LNA-69770956-VIA VAREJO S A,69770956,LONDRINA,-23.31044,-51.16162,SDT,LNA
SDT-LNA-11728949-JOAO ITIMURA,11728949,ALVORADA DO SUL,-22.73681,-51.26974,SDT,LNA
SDN-MGA-70871620-MARINGA ARMAZENS ADMINISTRACAO E PARTICIPACOES LTDA,70871620,MARINGA,-23.40681,-51.98386,SDN,MGA
SDO-FOZ-76018253-OI S.A. - EM RECUPERACAO JUDICIAL,76018253,FOZ DO IGUACU,-25.46964,-54.58433,SDO,FOZ
SDO-CEL-73894788-GLOBOAVES SAO PAULO AGROAVICOLA LTDA,73894788,CASCAVEL,-24.93141,-53.43704,SDO,CEL
SDT-LNA-94035342-FAST GONDOLAS EQUIPAMENTOS LTDA,94035342,LONDRINA,-23.29667,-51.2202,SDT,LNA
SDN-PVI-83033041-ITAPOA MINERACOES LTDA,83033041,ALTO PARANA,-23.19737,-52.36903,SDN,PVI
SDC-TEL-46254374-KEMIRA CHEMICALS BRASIL LTDA,46254374,TELEMACO BORBA,-24.36518,-50.65897,SDC,TEL
SDO-FOZ-83093702-SECRETARIA DE ESTADO DA EDUCACAO E DO ESPORTE,83093702,MEDIANEIRA,-25.29979,-54.09458,SDO,FOZ
SDL-CTA-1944185-SECRETARIA DE ESTADO DA SEGURANCA PUBLICA,1944185,CURITIBA,-25.48522,-49.30008,SDL,CTA
SDL-CTA-82133824-SUPERMERCADO ANACLAIRES LTDA,82133824,CURITIBA,-25.49369,-49.31036,SDL,CTA
SDL-SJP-42055326-C R ALMEIDA S A ENGENHARIA E CONSTRUCOES,42055326,SAO JOSE DOS PINHAIS,-25.52441,-49.10073,SDL,SJP
SDC-PGO-90828925-MADEIREIRA JOBB EIRELI,90828925,PONTA GROSSA,-25.18027,-50.09069,SDC,PGO
SDT-LNA-42365252-ASSOCIACAO COMERCIAL E INDUSTRIAL DE LONDRINA-ACIL,42365252,LONDRINA,-23.31159,-51.15749,SDT,LNA
SDO-FOZ-67967000-MARISA LOJAS SA,67967000,FOZ DO IGUACU,-25.54291,-54.58665,SDO,FOZ
SDT-LNA-34715584-INDUSTRIA E COMERCIO DE FRIOS E LATIC CATARATAS LTDA,34715584,CAMBE,-23.28941,-51.31469,SDT,LNA
SDC-PGO-17898471-KUGLER VEICULOS LTDA,17898471,CASTRO,-24.79642,-50.01434,SDC,PGO
SDL-CTA-60539062-NAFEN PRODUTOS METALURGICOS LTDA,60539062,CURITIBA,-25.50294,-49.22488,SDL,CTA
SDT-CPO-28166159-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,28166159,JOAQUIM TAVORA,-23.49628,-49.89211,SDT,CPO
SDN-UMU-83438157-GONCALVES E TORTOLA SA EM RECUPERACAO JUDICIAL,83438157,TERRA BOA,-23.73931,-52.42541,SDN,UMU
SDT-CPO-31686729-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,31686729,SANTO ANTONIO DA PLATINA,-23.29094,-50.08139,SDT,CPO
SDL-CTA-1937162-SANTOS ONGARATTO CIA LTDA EPP,1937162,CURITIBA,-25.41701,-49.27028,SDL,CTA
SDN-UMU-89459334-SOMAVE AGROINDUSTRIAL LTDA,89459334,CIDADE GAUCHA,-23.40643,-52.95935,SDN,UMU
SDC-UVI-47629070-PRESENDO E CIA LTDA,47629070,UNIAO DA VITORIA,-26.22397,-51.09629,SDC,UVI
SDL-CTA-71977724-AGRICER DISTRIBUIDORA E COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA,71977724,CURITIBA,-25.47778,-49.33759,SDL,CTA
SDO-FOZ-9589031-EMPRESA HOTELEIRA DAMEN LTDA,9589031,FOZ DO IGUACU,-25.51836,-54.55709,SDO,FOZ
SDO-CEL-66200652-MASSUDA COMERCIO DE EMBALAGENS LTDA ME,66200652,CASCAVEL,-24.98407,-53.47109,SDO,CEL
SDL-SJP-45656967-R C P IND E COM DE DERIVADOS DE PLASTICOS LTDA,45656967,ARAUCARIA,-25.52018,-49.34734,SDL,SJP
SDL-LIT-82739480-ECO TERMINAL E ARMAZENS EIRELI,82739480,PARANAGUA,-25.54249,-48.55864,SDL,LIT
SDT-APA-72217634-SANCHES E VECCHIATE LTDA,72217634,ARAPONGAS,-23.4067,-51.42948,SDT,APA
SDL-CTA-1937928-CETAC CENTRO DE TOMOGRAFIA COMPUTADORIZADA LTDA,1937928,CURITIBA,-25.44327,-49.2872,SDL,CTA
SDL-CTA-47611731-AUTO POSTO PICHETH LTDA,47611731,CURITIBA,-25.51158,-49.27419,SDL,CTA
SDO-TDO-32495056-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,32495056,TOLEDO,-24.77688,-53.73226,SDO,TDO
SDC-IRT-19453167-COAMO AGROINDUSTRIAL COOPERATIVA,19453167,PALMITAL,-24.88049,-52.21862,SDC,IRT
SDC-IRT-76133001-GUENTER STEFAN DUCH,76133001,GUARAPUAVA,-25.57386,-51.52426,SDC,IRT
SDO-TDO-63901218-SERVICO NACIONAL DE APRENDIZAGEM RURAL SENAR AR/PR,63901218,ASSIS CHATEAUBRIAND,-24.39356,-53.51911,SDO,TDO
SDO-CEL-8529671-MUNICIPIO DE CASCAVEL,8529671,CASCAVEL,-24.9927,-53.48953,SDO,CEL
SDL-CTA-93273282-ASSOCIACAO BRASILEIRA D A IGREJA DE JESUS CRISTO DOS SANTOS DOS,93273282,CURITIBA,-25.44453,-49.27583,SDL,CTA
SDL-CTA-61848492-VIA VAREJO S A,61848492,CURITIBA,-25.45137,-49.22824,SDL,CTA
SDL-SJP-54209609-SUPERMERCADO BOZA LTDA,54209609,FAZENDA RIO GRANDE,-25.66172,-49.3092,SDL,SJP
SDL-CTA-88626873-BRASTURINVEST INVESTIMENTOS TURISTICOS S A,88626873,CURITIBA,-25.43697,-49.27972,SDL,CTA
SDL-CTA-41951786-MAXCOIL COLCHOES LTDA,41951786,CURITIBA,-25.46532,-49.30879,SDL,CTA
SDL-CBN-31151779-MEHLPAR INDUSTRIA E COMERCIO DE MADEIRAS LIMITADA,31151779,PINHAIS,-25.41726,-49.1877,SDL,CBN
SDL-CTA-49836587-CENTRO INTERNACIONAL DE TECNOLOGIA DE SOFTWARE CITS,49836587,CURITIBA,-25.46866,-49.3472,SDL,CTA
SDL-CTA-57776490-SAINT GERMAIN COMERCIO DE ALIMENTOS LTDA,57776490,CURITIBA,-25.44406,-49.28794,SDL,CTA
