COD_UN_CONS_UEE,COD_CLAS_CONS_UEE,NOM_COMP_CLI,COD_GRU_TENS_ORIG_UEE,COD_GRU_TENS_FAT_UEE,COD_SITU_UEE,SIG_REGI_RLF,NOM_MUN_RLF,ETAPA,QTD_TENS_LIG_UEE,QTD_TENS_SEC_UEE,DTA_SITU_UEE,COD_TIPO_EQIP_REU,NUM_EQIP_REU,DTA_INS_REU,ENDERECO,NUMERO
111380090,4101,E BRUN MOTORS LTDA,A,A,LG,NRT,LONDRINA,67,13800,,30/11/23,RG,40620285,30/11/23,AL JULIO DE MESQUITA FILHO,153
111370728,4632,COMERCIO DE PAPEIS RENOPEL LTDA,A,A,LG,LES,CURITIBA,61,13800,,22/01/24,RG,40625305,22/01/24,R O BRASIL PARA CRISTO,796
111367743,7202,MUNICIPIO DE IVAI,A,A,LG,CSL,IVAI,61,34500,,19/06/23,RG,40625137,19/06/23,R TIMOTEO KORELO,1
111366348,424,752 ENERGIA SOLAR LTDA,A,A,LG,OES,CAFELANDIA,73,13800,,01/02/24,RG,35602674,10/10/23,RM IGUACUZINHO,1
111365686,433,MPRE PRE MOLDADOS LTDA,A,A,LG,CSL,PONTA GROSSA,67,34500,,09/08/23,RG,40624530,09/08/23,R SALMA FAYAD,1
111365376,424,FLAVIO RODRIGO SCHMITZ,A,A,LG,OES,JESUITAS,79,34500,,08/12/23,RG,40624900,08/12/23,EST ITACOLOMI,1
111365333,281,MARCOS LUIZ MARCONDES,A,A,LG,LES,CURITIBA,76,13800,,27/10/23,RG,35600412,27/10/23,R CARLOS ESSENFELDER,880
111364442,424,MONTE SIAO COOPERATIVA DE ENERGIA,A,A,LG,CSL,IRATI,41,13800,,27/07/23,RG,40622857,27/07/23,POV LAGEADINHO,
111364337,424,MONTE SIAO COOPERATIVA DE ENERGIA,A,A,LG,OES,BOA VISTA DA APARECIDA,57,34500,,26/10/23,RG,40622237,26/10/23,LIN SANEPAR,0
111357357,343,METALURGICA RODRIACO LTDA,A,A,LG,LES,FAZENDA RIO GRANDE,75,13800,,11/10/23,RG,40620024,11/10/23,R ENG UBIRAJA TAVARES,432
111355320,392,CAMA INBOX INDUSTRIA E COMERCIO DE MOVEIS LTDA,A,A,LG,NRO,UMUARAMA,70,13800,,29/09/23,RG,40622352,29/09/23,ROD UMU MGA,1
111354811,4496,DESIGN EMPREENDIMENTOS LTDA,A,A,LG,NRO,MARINGA,71,13800,,01/02/24,RG,44628471,01/02/24,R SANTOS DUMONT,2000
111350824,4846,ARCOS DOURADOS COMERCIO DE ALIMENTOS SA,A,A,LG,LES,CURITIBA,68,13800,,15/01/24,RG,44628815,15/01/24,AV VISCONDE DE GUARAPUAVA,2955
111346339,68,SOORO RENNER NUTRICAO S A,A,A,LG,OES,MARECHAL CANDIDO RONDON,73,13800,,01/12/23,RG,40623007,01/12/23,EST GUARA,0
111340977,4642,BRUXELAS COMERCIO DE ALIMENTOS LTDA,A,A,LG,NRT,LONDRINA,74,13800,,04/01/24,RG,40621160,04/01/24,AV SAO JOAO,2970
111340616,4846,ZAMP S A,A,A,LG,NRT,LONDRINA,86,13800,,08/09/23,RG,40681907,08/09/23,AV SAUL ELKIND,3149
111327903,424,X COOPER ENERGY COOPERATIVA DE GERACAO DISTRIBUIDA,A,A,LG,OES,GUAIRA,41,13800,,29/06/23,RG,40622244,29/06/23,AV MARTIN LUTHER KING,1839
111326826,8055,VILMAR ROQUE BACHI,A,A,LG,LES,LAPA,54,13800,,04/05/23,RG,40625226,27/09/23,COL PASSA DOIS,0
111325242,4184,BIANCODENT EQUIPAMENTOS LABORATORIAIS MEDICOS E ODONTOLOGICOS LTDA,A,A,LG,LES,ARAUCARIA,61,13800,,12/12/23,RG,40621846,23/08/23,R MARTINS DEDA,453
111319480,392,R P S MOVEIS E DECORACOES LTDA,A,A,LG,NRT,SABAUDIA,69,13800,,07/12/23,RG,40625063,07/12/23,AV ARVELINO DURANTE,2798
111318947,429,GOULART PLAST RECUPERACAO DE MATERIAIS PLASTICOS LTDA,A,A,LG,LES,FAZENDA RIO GRANDE,68,13800,,11/01/24,RG,40624234,11/01/24,AV FRANCISCO FERREIRA DA CRUZ,6030
111318033,8054,GONCALVES TORTOLA S A,A,A,LG,NRO,DOURADINA,86,13800,,02/06/23,RG,40622369,02/06/23,EST 70,0
111317193,4663,MADETAM MADEIREIRA TAMANDARE LTDA,A,A,LG,LES,ALMIRANTE TAMANDARE,79,13800,,25/08/23,RG,35601655,25/08/23,R THEREZA CAVASSIN MANFRON,420
111315077,6446,PAULO JOSE MONTANS BRAGA,A,A,LG,NRO,LUIZIANA,78,34500,,19/12/23,RG,40682542,19/12/23,EST LZA RON,0
111314224,5541,BOUWMAN TECNOLOGIA AGROPECUARIA LTDA,A,A,LG,CSL,CASTRO,71,34500,,29/06/23,RG,40622575,22/08/23,ROD PR 151,293
111311136,424,MONTE SIAO COOPERATIVA DE ENERGIA,A,A,LG,NRT,ASSAI,41,13800,,01/09/23,RG,40620063,01/09/23,EST SECAO CENTRAL,238
111308933,433,PE VERMELHO PAVIMENTACAO E OBRAS LTDA,A,A,LG,NRO,MARINGA,64,13800,,15/12/23,RG,40625190,26/06/23,AV JOAQUIM DUARTE MOLEIRINHO,510
111308623,424,TIGIS PAES E DOCES LTDA,A,A,LG,LES,ARAUCARIA,59,13800,,27/10/23,RG,40620161,27/10/23,EST DO CAPINZAL,0
111305616,4823,BASE E FUNDACAO MATERIAIS DE CONSTRUCAO LTDA,A,A,LG,OES,NOVA PRATA DO IGUACU,67,34500,,26/01/24,RG,44628675,26/01/24,LIN GUARANI,0
111300568,4642,C VALE COOPERATIVA AGROINDUSTRIAL,A,A,LG,OES,MARIPA,71,34500,,06/09/23,RG,40621644,06/09/23,AV FARRAPOS,1543
111293839,4927,COPACOL COOPERATIVA AGROINDUSTRIAL CONSOLATA,A,A,LG,NRO,QUARTO CENTENARIO,48,13800,,13/06/23,RG,40625361,13/06/23,EST QUARTO CENTENARIO VILA YOLANDA,0
111288371,194,TOTAL BIOTECNOLOGIA INDUSTRIA E COMERCIO S A,A,A,LG,LES,CURITIBA,86,13800,,03/01/24,RG,40622376,03/01/24,R RODOLPHO HATSCHBACH,1309
111285267,162,VEZARO E GONCALVES LTDA,A,A,LG,CSL,PIRAI DO SUL,74,13800,,26/07/23,RG,40623157,26/07/23,R ATHANAGILDO VOLACO,400
111284864,424,CANAL VERDE COOPERATIVA DE ENERGIAS RENOVAVEIS,A,A,LG,NRO,INAJA,53,13800,,23/01/24,RG,36680196,23/01/24,EST COQUEIRAL,0
111281482,78,BIO PROTEIN,A,A,LG,OES,ASSIS CHATEAUBRIAND,74,13800,,17/11/23,RG,35602038,17/11/23,ROD PR 364,0
111280338,4496,FML INCORPORADORA LTDA,A,A,LG,LES,CURITIBA,64,13800,,17/08/23,RG,35600023,17/08/23,R JOAO CHEDE,3136
111278317,424,LEONARDO GRIGIO,A,A,LG,OES,CAFELANDIA,53,13800,,18/01/24,RG,44628665,18/01/24,R DALVO JOSE VOLTOLINI,1
111273692,4656,ITALO SUPERMERCADOS LTDA,A,A,LG,OES,DOIS VIZINHOS,76,13800,,04/08/23,RG,40621588,04/08/23,AV VER DORVALINO TOSI,120
111273048,4100,DO VALE FILHO COMERCIAL DE ALIMENTOS LTDA,A,A,LG,LES,MANDIRITUBA,41,13800,,29/11/23,RG,40620978,29/11/23,EST SANTO AMARO,1
111266998,424,ARAUCO DO BRASIL S A,A,A,LG,CSL,JAGUARIAIVA,41,34500,,29/08/23,RG,40625442,29/08/23,ROD PR 092,0
111264120,78,MILTON BECKER,A,A,LG,OES,QUATRO PONTES,68,13800,,19/05/23,RG,35600950,19/05/23,EST GRANJA BECKER,0
111260523,424,COOPERATIVA DE GERACAO COMPARTILHADA COGECOM,A,A,LG,OES,PALOTINA,41,34500,,10/08/23,RG,40623774,10/08/23,LIN CONCORDIA,1
111260078,424,COOP CREDITO POUPANCA E INVESTIMENTO IGUACU SICREDI IGUACU PR SC SP,A,A,LG,OES,SAO JOAO,41,34500,,13/12/23,RG,40623103,13/12/23,LIN ALTO MIRIM,0
111258880,8055,CLAUDIONIR LARSSEN,A,A,LG,OES,ITAIPULANDIA,70,34500,,26/10/23,RG,35601479,26/10/23,LIN ESQUINA GAUCHA,0
111258154,433,CONSTRUTORA ZANELLA LTDA,A,A,LG,OES,MEDIANEIRA,41,34500,,19/07/23,RG,40622039,19/07/23,ROD BR 277,35
111248647,433,CONSORCIO CAJURU ENGENHARIA,A,A,LG,LES,CURITIBA,78,13800,,08/11/23,RG,40624789,08/11/23,R DR JOSE GIOSTRI SOBRINHO,920
111247721,5579,UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MEDICO,A,A,LG,OES,CASCAVEL,56,13800,,21/07/23,RG,35601277,21/07/23,AV BRASIL,8607
111244188,4823,BASE E FUNDACAO MATERIAIS DE CONSTRUCAO LTDA,A,A,LG,OES,NOVA ESPERANCA DO SUDOESTE,65,13800,,30/11/23,RG,40622998,30/11/23,LIN GAVIAO,1
111242924,424,CANAL VERDE COOPERATIVA DE ENERGIAS RENOVAVEIS,A,A,LG,NRO,MARINGA,41,13800,,03/08/23,RG,40625296,03/08/23,EST NHANGUACU,0
111242673,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRT,CORNELIO PROCOPIO,78,13800,,26/10/23,RG,40682331,26/10/23,BRO CONGONHAS,1
111240875,302,NIPPON IRON STEEL LTDA,A,A,LG,NRO,UMUARAMA,70,13800,,13/07/23,RG,40622353,13/07/23,ROD PR 323,7984
111232686,424,COOPERATIVA DE GERACAO DISTRIBUIDA NEX ENERGY,A,A,LG,CSL,RIO AZUL,41,34500,,05/07/23,RG,40620645,05/07/23,POV RIO AZUL DE CIMA,1
111231760,278,FUNDICAO CARAJAS LTDA,A,A,LG,NRO,MANDAGUACU,86,34500,,11/12/23,RG,40682519,11/12/23,ROD BR 376 ROD DO CAFE GOV NEY BRAGA,1
111222265,424,CANAL VERDE COOPERATIVA DE ENERGIAS RENOVAVEIS,A,A,LG,NRO,CRUZEIRO DO SUL,41,13800,,27/09/23,RG,40622296,27/09/23,R VILA RURAL,0
111219248,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRO,MANDAGUACU,67,13800,,06/07/23,RG,40625320,06/07/23,R VERDES VALE,825
111211573,369,EURO TRUCK IMPLEMENTOS RODOVIARIOS LTDA,A,A,LG,LES,COLOMBO,71,13800,,25/10/23,RG,40623553,25/10/23,ROD ANTONIO GASPARIN,5800
111211174,89,ZAPOLI INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,A,A,LG,OES,CEU AZUL,45,34500,,16/08/23,RG,40625358,16/08/23,R OITO DE OUTUBRO,480
111203872,424,COPEL GERACAO E TRANSMISSAO S A,A,A,LG,CSL,PONTA GROSSA,53,13800,,10/10/23,RG,40625501,10/10/23,R MOSEROTE,165
111197503,424,COOPERATIVA BRASILEIRA DE GERACAO DISTRIBUIDA,A,A,LG,NRO,UMUARAMA,41,34500,,29/08/23,RG,40622329,29/08/23,LIN LD SDS CAR,0
111193230,8019,CLEIDE BERNEGOZZI SIGUELER,A,A,LG,NRO,MANDAGUARI,62,13800,,08/08/23,RG,40625180,08/08/23,EST ROCHEDO,0
111192560,241,AMPLITEC CONSTRUCOES CIVIS LTDA,A,A,LG,NRO,FLORESTA,68,34500,,06/12/23,RG,41683303,06/12/23,ROD PR 317,1
111188679,351,TOLEAGRI TOLEDO PECAS AGRICOLAS LTDA,A,A,LG,OES,TOLEDO,74,13800,,16/08/23,RG,35600636,16/08/23,ROD BR 467,1
111186200,4858,COOP CREDITO POUPANCA E INVESTIMENTO ALIANCA SICREDI ALIANCA PR SP,A,A,LG,OES,MARECHAL CANDIDO RONDON,48,13800,,28/07/23,RG,40622813,28/07/23,R ESPIRITO SANTO,991
111186153,4858,COOP CREDITO POUPANCA E INVESTIMENTO ALIANCA SICREDI ALIANCA PR SP,A,A,LG,OES,MARECHAL CANDIDO RONDON,58,13800,,28/07/23,RG,40620325,28/07/23,R ESPIRITO SANTO,991
111184258,8060,CHARLES WERNER,A,A,LG,OES,RENASCENCA,67,13800,,26/05/23,RG,40620014,26/05/23,LIN SANTANA,1
111182964,429,POLIXPAN RECICLAGEM LTDA,A,A,LG,NRO,MARINGA,46,13800,,22/11/23,RG,36680395,22/11/23,EST GUAIAPO,0
111175712,424,COOPERATIVA BRASILEIRA DE GERACAO DISTRIBUIDA,A,A,LG,NRO,TAMBOARA,41,34500,,31/08/23,RG,40625406,31/08/23,ROD PR 492 ROD PREF JOAO ALEXANDRE,
111175593,424,COOPERATIVA BRASILEIRA DE GERACAO DISTRIBUIDA,A,A,LG,NRO,PARANAVAI,53,34500,,18/12/23,RG,41683299,18/12/23,ROD PR 158,
111169445,4496,VITORIA EMPREENDIMENTOS LTDA,A,A,LG,NRO,MARIALVA,58,13800,,16/08/23,RG,40624392,16/08/23,R B PRQ IND JALOTO,339
111169160,424,BIO4 GERADORA DE ENERGIA LTDA,A,A,LG,OES,MARECHAL CANDIDO RONDON,48,34500,,12/06/23,RG,40622344,12/06/23,ROD MAL C RONDON MARGARIDA,0
111160499,378,SORGIM INJECAO DE TERMOPLASTICOS LTDA,A,A,LG,NRO,ALTONIA,41,13800,,31/03/23,RG,35601823,17/11/23,R JOAO CRIPA,200
111143578,424,TIM SA,A,A,LG,NRO,NOVA LONDRINA,44,13800,,18/12/23,RG,36680405,19/12/23,EST BOIADEIRA,1
111140960,7212,MUNICIPIO DE LONDRINA,A,A,LG,NRT,LONDRINA,65,13800,,02/05/23,RG,40622259,02/05/23,AV PAULO AKAICHI,70
111133157,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRT,LONDRINA,62,13800,,10/01/24,RG,40682408,10/01/24,AV DICESAR PLAISANT FILHO,1
111132924,228,SUPER RODAS RECAPAGENS LTDA,A,A,LG,OES,VITORINO,73,13800,,23/08/23,RG,40624165,23/08/23,R DOS IPES,0
111132290,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRO,ARARUNA,71,13800,,16/05/23,RG,40625212,16/05/23,R MIGUEL COUTO,1
111128757,424,COOPERATIVA DE GERACAO COMPARTILHADA COGECOM,A,A,LG,OES,NOVA AURORA,41,34500,,19/07/23,RG,40621406,19/07/23,ROD PR 574,0
111127300,4242,COPACOL COOPERATIVA AGROINDUSTRIAL CONSOLATA,A,A,LG,OES,SANTO ANTONIO DO SUDOESTE,65,34500,,28/04/23,RG,40625170,01/06/23,R UM,0
111125952,443,PASA PARANA OPERACOES PORTUARIAS S A,A,A,LG,LES,PARANAGUA,86,13800,,01/11/23,RG,41683290,28/12/23,AV BENTO ROCHA,118
111124280,424,SOL3 ENERGIA LTDA,A,A,LG,NRO,NOVA LONDRINA,44,13800,,29/11/23,RG,41683295,12/12/23,ROD PR 569 VER RAIMUNDO FERNANDES DE LIMA,
111124085,4145,BOCCHI AGRONEGOCIOS CIA LTDA,A,A,LG,OES,REALEZA,71,13800,,10/08/23,RG,35600258,10/08/23,LIN SAO ROQUE,0
111118778,4823,BASE E FUNDACAO MATERIAIS DE CONSTRUCAO LTDA,A,A,LG,OES,REALEZA,67,34500,,27/11/23,RG,35600063,27/11/23,LIN FLOR DA SERRA,1
111114357,430,CI COMERCIO E TRANSPORTE LTDA,A,A,LG,LES,MANDIRITUBA,72,13800,,11/07/23,RG,40622405,11/07/23,R FRANCISCO PORTES,0
111111102,433,LIFESTYLE BARIGUI EMPREENDIMENTO IMOBILIARIO SPE LTDA,A,A,LG,LES,CURITIBA,72,13800,,28/07/23,RG,35601534,28/07/23,ROD BR277 CURITIBA PONTA GROSSA,471
111110882,5460,FERNANDO SWIECH BACH,A,A,LG,LES,CURITIBA,68,13800,,19/06/23,RG,40624406,19/06/23,R EUCLIDES DA CUNHA,1214
111106362,424,COOPERATIVA DE GERACAO DISTRIBUIDA NEX ENERGY,A,A,LG,OES,MARQUINHO,41,34500,,14/06/23,RG,40622533,14/06/23,LIN CINCO VOLTAS,0
111102715,424,JOAO VIEIRA PINHO,A,A,LG,NRO,IVATE,57,13800,,19/12/23,RG,41683313,19/12/23,EST IVATEZINHO,0
111092167,424,I COOP COOPERATIVA DE ENERGIA RENOVAVEL,A,A,LG,NRT,IVAIPORA,50,13800,,20/10/23,RG,40621633,20/10/23,GLB BULHA F,0
111089913,352,FEMMIL METALURGICA E SERVICOS LTDA,A,A,LG,LES,SAO JOSE DOS PINHAIS,64,13800,,18/05/23,RG,40622390,18/05/23,R TARCILIO ZOELNER,590
111086728,4638,A J BOBATO LTDA,A,A,LG,CSL,IMBITUVA,61,13800,,16/08/23,RG,40624678,16/08/23,R PREF MIGUEL PEDROSO SCHROEDER,45
111076536,424,COOPERATIVA BRASILEIRA DE GERACAO DISTRIBUIDA,A,A,LG,NRO,PARANAVAI,41,34500,,23/11/23,RG,41683305,23/11/23,VL RURAL AGUIA DOURADA,0
111076510,424,COOPERATIVA BRASILEIRA DE GERACAO DISTRIBUIDA,A,A,LG,NRO,PARANAVAI,41,34500,,23/11/23,RG,41683304,23/11/23,VL RURAL AGUIA DOURADA,0
111076439,424,COOPERATIVA BRASILEIRA DE GERACAO DISTRIBUIDA,A,A,LG,NRO,PARANAVAI,41,34500,,23/11/23,RG,41683292,23/11/23,VL RURAL AGUIA DOURADA,0
111076293,424,COOPERATIVA BRASILEIRA DE GERACAO DISTRIBUIDA,A,A,LG,NRO,PARANAVAI,41,34500,,23/11/23,RG,41683307,23/11/23,VL RURAL AGUIA DOURADA,0
111076072,424,COOPERATIVA BRASILEIRA DE GERACAO DISTRIBUIDA,A,A,LG,NRO,PARANAVAI,41,34500,,23/11/23,RG,41683306,23/11/23,VL RURAL AGUIA DOURADA,0
111075017,420,AMPLISIGN COMUNICACAO VISUAL LTDA,A,A,LG,NRO,MARINGA,64,13800,,04/08/23,RG,40622271,04/08/23,AV MELVIM JONES,1194
111068606,424,COOPERATIVA DE GERACAO DISTRIBUIDA NEX ENERGY,A,A,LG,OES,DIAMANTE DO OESTE,41,34500,,26/06/23,RG,40625075,26/06/23,ROD PR 488,1
111062217,424,COOPERATIVA DE GERACAO COMPARTILHADA COGECOM,A,A,LG,CSL,FIGUEIRA,41,13800,,21/11/23,RG,40621875,21/11/23,EST FIGUEIRA BELA VISTA,0
111056055,7221,MUNICIPIO DE TOLEDO,A,A,LG,OES,TOLEDO,65,13800,,13/04/23,RG,35601198,13/04/23,R TOMAZ GONZAGA,959
111043263,5524,ASSOCIACAO FRANCISCANA DE ENSINO SENHOR BOM JESUS,A,A,LG,LES,ARAUCARIA,41,13800,,28/09/23,RG,40622958,28/09/23,R S VICENTE DE PAULO,1060
111041252,4496,VANGUARD HOME EMPREENDIMENTOS IMOBILIARIOS LTDA,A,A,LG,LES,CURITIBA,72,13800,,18/04/23,RG,40622467,18/04/23,R MONS IVO ZANLORENZI,5340
111032849,378,TORQUE INDUSTRIA MECANICA LTDA,A,A,LG,LES,CURITIBA,69,13800,,12/01/24,RG,40621074,12/01/24,R GAL POTIGUARA,1233
111030269,4145,COAGRU COOPERATIVA AGROINDUSTRIAL UNIAO,A,A,LG,NRO,UBIRATA,75,13800,,07/03/23,RG,40625201,07/03/23,AV PREF VALDIR APARECIDO D ALECIO,0
111023670,4634,PAULO CEZAR CORADIN,A,A,LG,LES,COLOMBO,73,13800,,30/01/24,RG,40625283,30/01/24,R AURORA BUDEL ALBERTI,787
111022916,137,LUCAS DE SOUZA MEDRI,A,A,LG,NRT,LONDRINA,41,13800,,31/05/23,RG,40622194,31/05/23,R DALMI DE CARVALHO PEREIRA,1240
111020220,4480,BRASIL SILOS LTDA,A,A,LG,NRT,ARAPONGAS,79,13800,,12/12/23,RG,40622291,30/05/23,R GUARATINGA,2455
111019540,424,COMPARTSOL COOPERATIVA DE GERACAO COMPARTILHADA,A,A,LG,NRT,ASSAI,41,13800,,22/06/23,RG,40622293,22/06/23,EST SECAO CENTRAL,1
111019028,8005,CARLOS MARTIN KAISER,A,A,LG,NRO,LUIZIANA,78,13800,,28/07/23,RG,40625166,28/07/23,EST SAO DOMINGOS,0
111017580,179,PERFECT GRAFICA E EDITORA LTDA,A,A,LG,NRO,MARIALVA,78,13800,,13/07/23,RG,40624745,13/07/23,R A PRQ IND JALOTO,100
111017033,4631,CURITIBA EMBALAGENS LTDA,A,A,LG,LES,ARAUCARIA,79,13800,,25/05/23,RG,40622378,25/05/23,R JOSE CZAKI,279
111016932,6435,RENEE VAN DER GOOT,A,A,LG,NRT,CARLOPOLIS,72,13800,,29/05/23,RG,40622262,29/05/23,EST BOA ESPERANCA,1
111016290,8253,AVICOLA PATO BRANCO LTDA,A,A,LG,OES,MARIOPOLIS,86,13800,,05/09/23,RG,40682432,05/09/23,LIN RIO PINHEIRO,1
111011370,6445,INDUSTRIA E COMERCIO DE FECULA O LINDA LTDA,A,A,LG,NRO,NOVA LONDRINA,64,13800,,14/07/23,RG,40625385,14/07/23,EST PLACA ITAUNA,1
111004217,5415,DRC SOLAR E SUPRIMENTOS DE INFORMATICA LTDA,A,A,LG,NRO,MARINGA,77,13800,,30/10/23,RG,36680600,30/10/23,ROD PR 317 ROD DEP SILVIO BARROS,185
111001790,351,IMPLEMAR PECAS PARA MAQUINAS E IMPLEMENTOS AGRICOLAS LTDA,A,A,LG,NRO,MARINGA,70,13800,,05/07/23,RG,40622253,05/07/23,AV VER JOAO BATISTA SANCHES,1174
111001056,4416,LONGPING HIGH TECH BIOTECNOLOGIA LTDA,A,A,LG,NRT,ROLANDIA,72,13800,,09/10/23,RG,40624713,09/10/23,EST CAFEZAL,0
111001021,4642,COMERCIAL DE SECOS E MOLHADOS REGINA LTDA,A,A,LG,CSL,PITANGA,75,13800,,11/05/23,RG,40625505,11/05/23,AV BRASIL,610
111001013,5596,ASSOCIACAO DE ASSISTENCIA AO EXCEPCIONAL DO PARANA,A,A,LG,LES,CURITIBA,61,13800,,02/03/23,RG,40625284,02/03/23,R PROF LUIZ CARLOS PEREIRA DA SILVA,150
110996461,6445,PH7 PARTICIPACOES E INVESTIMENTOS LTDA,A,A,LG,NRO,ITAGUAJE,73,13800,,12/05/23,RG,40625404,12/05/23,COL GOV LUPION,0
110993020,4625,WEST FERTILIZANTES LTDA,A,A,LG,NRO,NOVA ESPERANCA,71,34500,,10/10/23,RG,40625409,10/10/23,EST PARACATU,111
110988868,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRT,LONDRINA,63,13800,,11/01/24,RG,35601704,11/01/24,AV SAUL ELKIND,6455
110988388,8034,JOSE ANTONIO MARQUES,A,A,LG,NRT,CAMBE,65,13800,,21/11/23,RG,40624483,23/11/23,ROD PR 536,0
110986440,8054,GONCALVES TORTOLA S A,A,A,LG,NRO,DOURADINA,86,13800,,09/03/23,RG,40682538,25/07/23,EST 70,1
110979265,4632,J ANDRADE DE SOUZA SUCATAS LTDA,A,A,LG,NRT,ARAPONGAS,61,13800,,26/05/23,RG,40625274,26/05/23,ROD PR 218,1
110977360,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRT,LONDRINA,62,13800,,16/03/23,RG,40622076,16/03/23,ROD LONDRINA SELVA,0
110965787,4846,ARCOS DOURADOS COMERCIO DE ALIMENTOS SA,A,A,LG,LES,FAZENDA RIO GRANDE,68,13800,,24/08/23,RG,40624375,24/08/23,AV DAS AMERICAS,1953
110962605,53,FRIGORIFICO ACACIA LTDA,A,A,LG,NRO,LOANDA,68,34500,,23/08/23,RG,40625407,23/08/23,EST PR 218 PLA SVI,1
110959795,424,COOPERATIVA DE GERACAO COMPARTILHADA COGECOM,A,A,LG,OES,CAFELANDIA,41,13800,,17/05/23,RG,40625562,17/05/23,RM AGUA JUSSARA,1
110954726,5544,UNIMED COSTA OESTE COOPERATIVA DE TRABALHO MEDICO,A,A,LG,OES,MARECHAL CANDIDO RONDON,68,13800,,22/08/23,RG,35600314,22/08/23,AV IRIO JACOB WELP,5660
110945140,424,PCH TRES CAPOES GERADORA DE ENERGIA LIMITADA,A,A,LG,CSL,GUARAPUAVA,85,69000,,30/01/24,RG,7046081,31/01/24,ROD BR 277,
110940903,78,BIORGANICA PRODUTOS ORGANICOS LTDA,A,A,LG,OES,REALEZA,71,13800,,30/11/23,RG,40625496,30/11/23,ROD PR 182,0
110938208,4691,FARMACIAS BRAVA LTDA,A,A,LG,OES,FOZ DO IGUACU,72,13800,,15/12/23,RG,40622220,15/12/23,AV BRASIL,1151
110937791,4642,SUPERMERCADO VENEZA LTDA,A,A,LG,NRO,MARINGA,62,13800,,03/04/23,RG,40625191,03/04/23,AV MANDACARU,444
110934563,4846,ZAMP S A,A,A,LG,LES,CURITIBA,86,13800,,19/06/23,RG,40681339,16/08/23,R VALENTIN NICHELE,215
110932609,4642,SUPER PARATY SUPERMERCADOS LTDA,A,A,LG,NRO,UMUARAMA,48,13800,,18/04/23,RG,40620248,17/07/23,ROD PR 487 SD SERRA DOURADA,1
110929632,4642,ITALO SUPERMERCADOS LTDA,A,A,LG,LES,CURITIBA,74,13800,,29/03/23,RG,40623502,29/03/23,R FRANCISCO DEROSSO,900
110928300,233,JUSTOS HAUER LTDA,A,A,LG,LES,CURITIBA,69,13800,,19/06/23,RG,40622462,19/06/23,R ENG SADY SOUZA,251
110927796,78,DARCI SIVIERO,A,A,LG,OES,CLEVELANDIA,56,13800,,14/08/23,RG,40622087,14/08/23,LIN ANTONIO MULLER,0
110923251,5415,B S CORPORATE LTDA,A,A,LG,OES,PATO BRANCO,57,13800,,18/09/23,RG,40621905,18/09/23,R TOCANTINS,2952
110921348,5543,CENTRO INTERNACIONAL DE TECNOLOGIA DE SOFTWARE CITS,A,A,LG,LES,CURITIBA,71,13800,,19/05/23,RG,40622401,19/05/23,R ENG ROBERTO FISCHER,260
110918070,4668,BALAROTI COMERCIO DE MATERIAIS DE CONSTRUCAO S A,A,A,LG,NRT,LONDRINA,73,13800,,16/10/23,RG,40682384,16/10/23,AV AYRTON SENNA DA SILVA,2060
110916867,424,MONTE SIAO COOPERATIVA DE ENERGIA,A,A,LG,OES,ENTRE RIOS DO OESTE,41,34500,,01/06/23,RG,40622345,01/06/23,LIN RIO SANGA JACUTINGA,0
110912950,433,TINGUI RUA NICOLAU SALOMAO EMPREENDIMENTO IMOBILIARIO SPE LTDA,A,A,LG,LES,CURITIBA,61,13800,,25/07/23,RG,40621187,26/09/23,R NICOLAU SALOMAO,430
110910680,241,ECOPARQUE BAIRROS INTEGRADOS LTDA,A,A,LG,OES,CASCAVEL,64,34500,,28/07/23,RG,40623970,28/07/23,EST FAZENDA ANDRADA,0
110910559,302,PERFI ART INDUSTRIA E COMERCIO DE ARTEFATOS EM ACO INOXIDAVEL LTDA,A,A,LG,NRO,MARINGA,57,13800,,09/03/23,RG,40625193,09/03/23,AV DONA SOPHIA RASGULAEFF,3544
110895754,4668,BALAROTI COMERCIO DE MATERIAIS DE CONSTRUCAO S A,A,A,LG,NRO,MARINGA,66,13800,,16/03/23,RG,40621111,10/04/23,R OLIMPICO,56
110893697,162,A2B INDUSTRIA E COMERCIO DE BIOMASSA LTDA,A,A,LG,OES,TOLEDO,86,13800,,03/02/23,RG,40681756,03/02/23,ROD PR 585 SAIDA PARA SAO PEDRO,0
110884507,4872,BALAROTI COMERCIO DE MATERIAIS DE CONSTRUCAO S A,A,A,LG,OES,CASCAVEL,75,13800,,06/06/23,RG,40682708,06/06/23,R FORTUNATO BEBBER,1416
110884400,4638,MIG ATACADO E VAREJO LTDA,A,A,LG,LES,CURITIBA,86,13800,,05/04/23,RG,40682763,05/04/23,AL NS DO SAGRADO CORACAO,290
